name,co2_uptake_gt,co2_uptake_1,kh_co2_gt,kh_co2_1,qst_gt,qst_1
sample_761,0.0006465297761486322,0.00654630847197497,1.4876044680851065e-05,1.7688327783930244e-08,-14.79966880678723,0.009341338863592032
sample_781,0.00024028003394199998,0.005263058887486705,6.671780625e-06,5.746979426276145e-09,-10.50199920554375,0.005975032307169065
sample_487,0.001039215048015312,0.009764053797114789,2.6347758695652178e-05,3.98362549318373e-08,-17.620148700573914,0.014508313776083985
sample_315,0.0001665690033989822,0.0030675064931748736,4.466948510638297e-06,3.049177760617451e-09,-10.065623217819148,0.0061435225665015004
sample_696,0.00044810448334334327,0.00466832324147447,1.1009297959183675e-05,2.625396755085981e-08,-11.811729723844897,0.017789232908579415
sample_892,0.001089929939967857,0.008522221719114945,2.5647615789473683e-05,9.545364134190669e-08,-22.53772919913158,0.04416467343630079
sample_730,0.00039204449306845654,0.006122146207694165,1.0268182978723404e-05,5.3326702102086346e-08,-13.675919670014892,0.04161743392527987
sample_835,0.0007507148615647595,0.008488894514742624,1.8993941666666666e-05,1.7798944647241233e-08,-15.648857787558333,0.00815362459629018
sample_253,0.00022228761931101794,0.004225371888794685,5.204065833333333e-06,9.620373493774661e-08,-10.780808121137499,0.31827705600273054
sample_649,0.000272929891824,0.005866229106685647,7.593777234042554e-06,5.571062277759159e-09,-9.604380960014891,0.008599200684734958
sample_719,0.00018920437455427873,0.004612280925098489,4.591004583333334e-06,5.912099866070338e-09,-8.809771601416667,0.006666866128424086
sample_985,0.00048041901274675005,0.007758213941486323,1.2583404081632654e-05,1.826966884392836e-08,-12.406747904018367,0.011007968873169155
sample_45,0.0003960804611186442,0.005435907034064418,1.1078904347826085e-05,2.647548094209643e-07,-16.96125776650435,0.23873370704375435
sample_965,0.0011094677208125,0.011352867244216693,2.8994120454545454e-05,3.4120605849594596e-07,-22.46047677519318,0.06918856406272539
sample_586,0.00022846579251273956,0.004980344586723514,5.770632916666667e-06,4.323305524679299e-09,-9.057275274783333,0.0078046807032349265
sample_712,0.0005060093027017446,0.006829322993809341,1.253281914893617e-05,2.0269824950675044e-08,-13.391362905678726,0.013737856263364389
sample_197,0.00015451906790104355,0.004250231917820086,4.063508444444444e-06,2.621182901376674e-09,-6.966785514515555,0.003566958379583785
sample_453,0.00027931286836800005,0.0045710348073001875,6.702672826086956e-06,1.4865727532035244e-08,-11.753083747752171,0.02519290686580057
sample_271,0.01657091368081032,0.03127156558742872,0.00040105738297872335,9.498890988614447e-07,-33.42709359734893,0.013138260714691553
sample_503,0.00040832935628386203,0.005801102111882827,1.1398575e-05,8.954852036745203e-09,-13.48457118764375,0.010170396591171145
sample_605,0.0011737416914108434,0.009377968455305093,3.025419024390244e-05,1.0613939248236667e-07,-21.18494406612439,0.04079727453002135
sample_899,0.00032674729833,0.006661759428647893,7.447158636363636e-06,4.944347365200852e-09,-10.148752077797727,0.0035648871397626855
sample_879,0.002720092120106892,0.010630303437670243,6.671672857142857e-05,2.1462478887584192e-07,-24.891391324791837,0.013386803705830716
sample_642,0.00026142539289833753,0.005200572430506235,5.635089375000001e-06,3.0499394845430936e-09,-8.059249579625,0.0037569730586549414
sample_544,0.00029176754999142254,0.0039161388510699615,7.283300888888889e-06,2.4684953025609463e-08,-13.244571930733334,0.05198591103522075
sample_846,0.0002268954747375,0.006601350547362563,6.864797755102041e-06,1.875626341810684e-08,-9.367385249589796,0.02191352017015305
sample_704,0.002751204746761187,0.01244550461852999,6.579725918367347e-05,2.6633323144279637e-07,-24.33225514008163,0.03843975445420844
sample_126,0.00060750303299175,0.008080920051333073,1.599019318181818e-05,7.670590352333113e-08,-15.612937929356816,0.044640764052506825
sample_71,0.0008553427594286182,0.008451015166261237,2.2239018749999998e-05,7.641550795990846e-08,-18.806593807125,0.029122478162730663
sample_209,0.0005492590126118792,0.005291422343443517,1.3654178048780487e-05,1.5994625807730868e-08,-14.387645279856097,0.006865664722487113
sample_799,0.0002862318559271772,0.0053419460138214745,7.039885319148938e-06,5.759702582105641e-09,-10.076133129470213,0.006593939889592491
sample_82,0.0005990672119021948,0.0069571376958083115,1.5678495918367347e-05,7.646283600196046e-08,-15.86549775735102,0.054463602400294776
sample_812,0.00053719705551023,0.007415940208432941,1.3991915625e-05,3.7958126085695675e-09,-13.081916533384376,0.0022227183227269375
sample_172,0.038397041324866,0.02725368290121416,0.000927439,4.428692809396469e-06,-35.168483611391665,0.03468720623336263
sample_456,0.00032328356012100004,0.0062364555805074825,8.117446944444445e-06,6.093374279332068e-09,-10.634293993516666,0.008695244480357177
sample_750,0.0003698256285036152,0.006954462155036727,8.883490952380952e-06,4.918294714887886e-09,-11.944475021385713,0.00505154324404565
sample_233,0.00021325085078340074,0.003275675115238786,5.188894375e-06,1.3618720360989256e-09,-9.363050818083332,0.0021441912196555916
sample_717,0.000177654786408,0.00540299680365723,4.30287119047619e-06,1.7336009899311514e-09,-6.093926993252381,0.003374712129612456
sample_469,0.0003945005358714723,0.004426098714878089,9.248716046511627e-06,9.270047324214935e-09,-11.740133466272093,0.009646447095526985
sample_557,0.00028591872348,0.0030550776626768186,7.570196153846155e-06,4.519796691243696e-09,-9.929442894628206,0.008024729887159184
sample_651,0.000223779012488,0.004720128291586889,5.149326458333333e-06,3.5748085552372257e-09,-8.531703019108333,0.007712516446885376
sample_1011,0.00024252096498186221,0.003026354248426415,6.304466458333333e-06,5.45487339051939e-09,-10.977710378595832,0.004695192325146257
sample_746,0.0006252789979983692,0.005456323286923321,1.4826873809523807e-05,1.9238875072596114e-08,-15.653553379571427,0.01400634339372125
sample_678,0.000551726616476,0.006052962179731411,1.413475319148936e-05,2.723278570903036e-08,-15.37376005454043,0.0273845431314436
sample_282,0.00040229891086000004,0.00864539440558598,9.443749767441859e-06,8.626857329745259e-09,-10.586046621513955,0.006148513696722174
sample_184,0.00019296953741475,0.005046606253206465,4.277378260869566e-06,2.4790375975785146e-09,-6.90770729613913,0.00451016164508159
sample_843,0.0001727594214087175,0.00448738772164491,4.223586326530612e-06,4.076122954764437e-09,-7.665673861512245,0.007951401675699564
sample_123,0.00018038663447175,0.005339598215225213,5.123948163265305e-06,7.087822460999637e-09,-7.860904980044899,0.008919708042739637
sample_727,0.00018037347231315384,0.003824000277308575,4.265418775510204e-06,3.467852733646226e-09,-8.447619406538776,0.0076279934329973945
sample_619,0.0025562724785509207,0.0103988605796266,6.405055625e-05,2.526246853092629e-07,-24.625216491141668,0.011738602163376192
sample_203,0.0002959704750412913,0.0070856926873751015,7.843300454545454e-06,4.252735993422493e-09,-9.643231775370454,0.004578292999428974
sample_822,0.00037387054390725,0.0077198513666391615,8.884321063829789e-06,9.6555150669807e-09,-11.134875804774465,0.014047614905188879
sample_244,0.0003612901655048746,0.0046266473516621024,1.01183e-05,1.5936621924590706e-08,-11.974902526038775,0.005516037506038054
sample_142,0.00022947784401599998,0.004800450778431259,5.194972553191489e-06,1.5806724506066365e-09,-8.102892345465957,0.0022359064949935476
sample_992,0.000510788960713393,0.005844336190468445,1.3697710204081633e-05,1.4884881316123597e-08,-14.386060367012245,0.005163190445153204
sample_972,0.00022762905594993552,0.0034947778720877277,5.91586530612245e-06,7.349543121171709e-09,-10.952320178389797,0.004302712209661045
sample_697,0.0003828279173723724,0.007494421859632721,1.1750116279069768e-05,1.9601458538903512e-08,-13.278125657688374,0.014725406978456989
sample_353,0.0005785015816965,0.008491459961971372,1.4607415217391304e-05,2.673891212441813e-07,-18.261024208808696,0.24825486633130406
sample_571,0.000641606011616,0.007013001253253031,1.662748636363636e-05,1.3851133706620327e-08,-15.080316798422727,0.0039204085595054075
sample_873,0.0005288663865600001,0.008796560759116084,1.3375018750000001e-05,3.123874234724412e-08,-13.412997132718752,0.02193901249375024
sample_1008,0.00052398461313625,0.008331391229614281,1.3171100000000002e-05,1.540975128879795e-08,-13.011477923882607,0.014747716850517477
sample_731,0.0010016214313377173,0.007814988843358472,2.4612979591836735e-05,2.9798102799434178e-08,-17.419708561418368,0.014435495065889285
sample_776,0.0002812704942175,0.005909043188388088,6.9700978260869555e-06,5.740199554569179e-09,-10.085156707808695,0.004299815883436151
sample_490,0.0006156345515308173,0.005177632633916226,1.4670826530612244e-05,4.095684027747214e-08,-14.680046019483674,0.019790923948655264
sample_834,0.00033976264955047706,0.005401978608969707,8.043470888888889e-06,1.1835075519117306e-08,-11.378907172593333,0.010389022118322168
sample_44,0.00040904535976500004,0.0077194779114606125,1.1221528571428573e-05,7.182693675451903e-09,-12.73954925272857,0.007982478925009872
sample_520,0.000178127326584,0.005417368119579246,4.194790638297872e-06,3.0345418556063034e-09,-5.464636217457446,0.005627328074673337
sample_681,0.000360910364703,0.006646464165087812,7.941159347826086e-06,9.69575420349893e-09,-9.65556184751739,0.009360976119550371
sample_930,0.0006732894653698684,0.006343156220491657,1.5831457446808516e-05,1.2950819323146611e-08,-15.452148844827656,0.007943665297497174
sample_356,0.000120293880564,0.004680934276365702,3.46473125e-06,1.0167280548406157e-09,-6.296991356147917,0.0020408516546252683
sample_997,0.0001484602984495838,0.002989594351040678,3.658305227272727e-06,2.1804153989511747e-09,-8.32956834471591,0.004265782514285809
sample_129,0.00022672685271200003,0.004105909676100773,5.352395306122449e-06,4.843199778035373e-09,-7.58055975292245,0.00841653127720716
sample_765,0.0002617058656478016,0.003655294879161502,6.352830416666667e-06,6.2217143130374676e-09,-11.599998011529166,0.008349720467298077
sample_100,0.00015087428704226,0.003013741545043889,3.759919999999999e-06,1.2499279979262572e-09,-8.602624619577142,0.0027327308723286356
sample_562,0.0013290531846029076,0.010592122793608544,3.435669574468084e-05,4.660030114708141e-08,-19.48517321892766,0.010774602523601655
sample_926,0.0004633344695264316,0.004945809702047591,1.167728695652174e-05,6.730159527008302e-09,-14.33350120261739,0.009872488258468691
sample_525,0.0002507348297072072,0.003974584084503739,5.6763885e-06,1.573859190016662e-09,-8.4442503725725,0.0029814206206751925
sample_151,0.0005769232148225,0.008221354232086238,1.5608348936170214e-05,7.622167523391241e-08,-15.151713946474466,0.08049350251862097
sample_389,0.00040884816488175003,0.006936883310260311,1.1168769047619048e-05,3.499222014279092e-08,-13.384016758711905,0.03864744748848426
sample_68,0.0002843844245385,0.0059490424358980085,7.142162127659575e-06,4.051968229995713e-09,-9.563571935870213,0.007887631675048714
sample_530,0.015443596356426002,0.02155723467833966,0.00038594318750000004,1.7359966476572162e-06,-33.35141865864375,0.02168425582346133
sample_597,0.000301674856243,0.007443292850496187,8.908275681818182e-06,1.0581210490497389e-08,-10.620105042277276,0.011197475278686739
sample_1018,0.00026592282347406745,0.005110824461425063,6.404039166666667e-06,1.6680272384033706e-08,-9.581559376975,0.021757501725062463
sample_863,0.00032807014818347273,0.005845522280218208,8.86572195652174e-06,6.340279317521853e-09,-11.665695978034785,0.009066362846016935
sample_786,0.0005146440618648649,0.008178766567635377,1.4664973913043479e-05,1.8964800744979798e-08,-14.149865563784784,0.009798703962216718
sample_824,0.00023504591577311389,0.004135506975778882,6.327571914893617e-06,1.9491709927752623e-08,-12.129562275457443,0.04630935181582781
sample_242,0.00012974968673664384,0.0032395548694150937,3.5486043902439025e-06,1.465762182121985e-09,-6.718233768482927,0.0022841353731036934
sample_460,0.0003998529307961468,0.005137895797986773,9.632934210526317e-06,3.7660013916613445e-09,-11.910063271994735,0.0016424407069836622
sample_658,0.0001934910097155,0.005447611044444437,5.495743023255814e-06,4.708996108333167e-09,-7.9851611022023254,0.00656010317807024
sample_418,0.00024106414806387093,0.00570873785675084,6.695384081632654e-06,5.137467973656046e-08,-8.323422103161224,0.08849840405786116
sample_759,0.00035957917268700235,0.0045595535401831856,8.778026874999999e-06,8.55358749206289e-09,-12.032238951541665,0.005417774699969579
sample_687,0.00025990137023549845,0.00507098815919548,7.443871707317073e-06,3.853957043085272e-09,-12.405028435129267,0.005354367282104418
sample_115,0.000705003049762651,0.005287153429237746,1.7922943750000002e-05,1.59621153862566e-08,-16.667658117339585,0.008536654541529947
sample_431,0.00021860186619175,0.004720479639073223,5.051600000000001e-06,1.349832172389229e-08,-6.7148553350340405,0.03251556824679951
sample_254,0.002505927887850499,0.011745247062752335,6.159850476190477e-05,2.4960276722403496e-07,-23.216015128326188,0.023931528374933463
sample_152,0.0006623450205240001,0.005459359821181539,1.5044650000000002e-05,3.1798670860246015e-07,-21.29039563292826,0.1928094666089886
sample_548,0.0002486615564335349,0.004851685880605439,6.355255e-06,2.363269275107411e-09,-10.05180601775,0.0017316003143504435
sample_790,0.00017398634243341338,0.004319265787824911,4.175734e-06,2.469891945454731e-09,-6.731117669733332,0.0036920090478864283
sample_783,0.004142650276978962,0.015087353436441454,0.00010544708695652173,4.224252867352353e-07,-26.543867723741304,0.039735951871678575
sample_141,0.00086415660786,0.005645184537861403,2.169047551020408e-05,3.287749813776009e-07,-20.23440916263265,0.19921812310172649
sample_247,0.000582096944214,0.008837261159639506,1.3811206976744185e-05,1.519824646171669e-08,-13.193557229697674,0.007041124699703998
sample_379,0.0014247142429761682,0.009841468021869183,3.552451020408163e-05,1.0516549493274014e-07,-19.394499502510204,0.022140620690040223
sample_724,0.00037568130253500003,0.004287082405999625,9.180152127659574e-06,2.9423495889623326e-08,-13.107661390487237,0.031077311084190554
sample_78,0.00029276505904,0.005167168477702577,6.6463647826086965e-06,2.0943692807883706e-08,-9.340568561017392,0.050499469696075806
sample_1,0.0004625742140288842,0.005623891849246461,1.165828695652174e-05,1.4347376804559895e-08,-14.219957577143477,0.007602906837758034
sample_958,0.0004406507520075,0.00713477582669004,1.1022758333333334e-05,1.3735626325565036e-08,-11.421334057495834,0.017761785157570792
sample_592,0.00016811013933211932,0.003646650545206037,4.383840930232558e-06,1.433575484427327e-09,-7.919273958153489,0.0020718082740167395
sample_350,0.000359378184924,0.007296628416564645,9.910003783783784e-06,7.144921595223959e-09,-10.897291002956758,0.0069315913302468325
sample_317,0.00061592157269,0.006335105027513815,1.5343341666666668e-05,3.0468076417055415e-08,-17.67925010735625,0.013350897488992876
sample_633,0.0007228979970969999,0.009528958956396815,1.6476689743589744e-05,1.7259984770944042e-08,-15.76706104547436,0.011686943297185642
sample_971,0.00028178697962999997,0.005868962700434352,7.185196666666666e-06,4.275688898359618e-09,-8.029703378535554,0.004334567384047921
sample_29,0.00044984958156727393,0.0050220348197348354,1.1122504255319147e-05,1.6204293592391826e-08,-14.064359286440423,0.01487007313736543
sample_251,0.000159469842742,0.003087903485038584,4.074564255319149e-06,2.6926548985893507e-09,-9.127628673870213,0.0024538030248279696
sample_434,0.00018165574383750003,0.005285135128413567,4.989679591836735e-06,4.662395792645678e-09,-7.567150155246938,0.008974948332867643
sample_732,0.00026133448641,0.004555322371164775,6.195665957446809e-06,6.077989120002585e-09,-11.191513623812765,0.007537101586185943
sample_662,0.0004239667286976448,0.007033869724968831,9.426118775510204e-06,1.1123715359473465e-08,-11.764206739226534,0.010619291558282154
sample_584,0.00014184809292612334,0.0026122504020337734,4.004888510638299e-06,3.50270289477083e-09,-9.24302593838085,0.0067460183204881025
sample_47,0.00020373508523726795,0.0045511425953820945,6.291180208333334e-06,5.7250736856915384e-09,-9.593237782079166,0.00533713447156522
sample_301,0.000514060656659,0.00508909024088671,1.3705709677419353e-05,1.4107315760287739e-08,-15.436917292390323,0.007403938707517982
sample_523,0.005382652522416,0.012379857035287602,0.00013628495744680852,8.454213593143779e-07,-32.35661273174042,0.04024431740381678
sample_505,0.0004367186595847517,0.005829925608895266,1.0232652083333334e-05,1.1987475922522543e-08,-12.284243116712501,0.009647018453082985
sample_327,0.0004383901845315,0.00861974359940907,1.06453525e-05,1.5401087421023356e-08,-11.8301392030325,0.008617535515873409
sample_81,0.0001996968719716518,0.0030459467572117333,5.182771578947368e-06,1.0853171409311061e-09,-10.230854128584209,0.0013230606041948192
sample_838,0.0001359878251530771,0.004211766314763595,3.505270408163265e-06,2.3088445375791116e-09,-7.03742648217551,0.0035953383739438277
sample_360,0.0003249626125687444,0.005303814073923469,8.843055813953489e-06,4.297919579235205e-09,-11.787104575509302,0.0036272352849885804
sample_48,0.0005774754612014028,0.00879780975015325,1.6473246808510637e-05,7.236789828771027e-08,-14.87655523822978,0.058673082360793306
sample_988,0.0006173651564590254,0.007109982113937576,1.553311914893617e-05,2.0750869126098165e-08,-14.469185495123405,0.00632463040579344
sample_714,0.00025070406017643646,0.004279654756622022,5.643313469387756e-06,5.630647750108138e-09,-10.630264521018367,0.008015618145909086
sample_968,0.0008374474891462277,0.00584268084688466,2.0799274999999997e-05,4.382376400614936e-08,-21.312373322191664,0.01757482228140603
sample_856,0.00039738231800718845,0.0065924268197483735,9.849279310344828e-06,3.7008087942059123e-09,-12.603931872472412,0.0027888799173845544
sample_171,0.001853349647808182,0.009904288058029639,4.6122257777777785e-05,1.529284182425651e-07,-25.09023062655778,0.028113118018944026
sample_753,0.0004955699622696184,0.007879201374754658,1.296036511627907e-05,1.819195942654822e-08,-14.601087253613953,0.013929761754124168
sample_1012,0.0048391685885735,0.007382507135061967,0.00011983032653061225,1.1350307266856757e-06,-28.615905785281637,0.1560367301423139
sample_615,0.00015341083019753345,0.0035909671872470473,3.977004375e-06,2.3324114901480972e-09,-8.508601100190624,0.0037738921791754605
sample_331,0.00037704610191599997,0.006290403642900594,9.246307045454547e-06,1.2135563922834622e-08,-9.499465388775,0.014510100637388605
sample_109,0.0004070168957129184,0.0046634574229747205,1.0609838775510204e-05,5.0101675463151163e-08,-15.113835116406122,0.04841410377299226
sample_652,0.00014371142975292287,0.0035243648490525677,3.734895609756098e-06,1.1391996522601654e-09,-8.453064570073172,0.0015740324677443534
sample_376,0.00021009193936889087,0.003104122464951467,5.368045681818183e-06,2.837985359151862e-09,-10.08764706275,0.00464984071887789
sample_30,0.00020397401402399997,0.005788938278038546,4.206484888888889e-06,4.48206530877214e-09,-6.610608400026667,0.005812624080924417
sample_396,0.00031912676378591394,0.004371460640423685,8.926524375e-06,1.2361248067086183e-08,-11.25116700363125,0.011399288549277345
sample_318,0.000521740506318,0.008829015466259799,1.330395306122449e-05,3.544914783835623e-08,-12.776742010385714,0.017655146950674876
sample_120,0.00020886063307633775,0.004736418560183637,5.449728163265306e-06,1.4266146551985642e-08,-9.183466041938775,0.02958517314286368
sample_167,0.000225156046752,0.00569621862319057,5.667554081632654e-06,5.156325585565341e-09,-7.664817811746939,0.007241434868264347
sample_745,0.0001335377621335085,0.0028310617569259028,3.7184108333333334e-06,2.1818644868297617e-09,-8.456939901320835,0.00263227563308879
sample_443,0.00017443956211240106,0.004330517109201299,4.326228918918919e-06,5.246619392282999e-09,-8.258102045305407,0.011773367014022899
sample_194,0.00032928359614425,0.00552462429920176,8.22056425531915e-06,1.612640186809822e-08,-9.53882984520851,0.01913164565090552
sample_450,0.00021552376387500003,0.005756138821427585,5.543965416666667e-06,1.0442856401693396e-08,-8.8755289658125,0.01875728323334236
sample_756,0.009026855497934999,0.013234716292861149,0.0002237381956521739,3.4333595197932614e-06,-39.20750215559131,0.14873875613635174
sample_272,0.000341503183167413,0.005514883355210768,8.520167555555554e-06,8.266931220378572e-09,-12.038898492246668,0.007817683901525908
sample_711,0.0002248050259371285,0.003321379261692692,5.830314897959185e-06,4.323780055597138e-09,-11.00420260552857,0.005721639521537836
sample_23,0.00022438892985599999,0.005676811347160482,5.603584565217391e-06,3.4136355135924304e-09,-7.703512543971739,0.007251382621430826
sample_322,0.000151097247718326,0.004359227363461593,4.074441224489797e-06,3.9849905296039116e-09,-8.025617455467348,0.005114490062015357
sample_738,0.00019861371733920718,0.003109202469311154,5.408351702127659e-06,3.3582640647056417e-09,-10.052815945402129,0.0036751253298868553
sample_446,0.0003151105909113331,0.004911150774442057,7.578215428571428e-06,7.142010258366467e-09,-9.171446446100001,0.004263056208882508
sample_598,0.00041099014889114114,0.007724673192622436,1.082051836734694e-05,1.2410243850806743e-08,-11.09904708112857,0.007308474305595231
sample_802,0.00031680948852261937,0.005486474429246456,7.4407891111111095e-06,3.859020498763437e-09,-11.031727078522222,0.003744581168842804
